"CQ_ID","Material","Relation_path","Target_entities","Record_ID","Evidence_ID"
"CQ04","Hypoxic-exosome-loaded PLGA microspheres","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Exosomes | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Exosomes} | TargetCell={Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0129","EV000317; EV000319; EV000320; EV000322"
"CQ04","OGPQ/G-NZ quercetin–greigite nanozyme hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin and Quercetin greigite nanozymes (G-NZ) | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={quercetin and Quercetin greigite nanozymes (G-NZ)} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0133","EV000334; EV000338; EV000342"
"CQ04","Electrospun scaffold–bioreactor system","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: EVs | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={EVs} | TargetCell={Macrophages/innate immune cells; Senescent cells} | ValidationStage={Small Animal}","FS0134","EV000343; EV000346; EV000347; EV000352"
"CQ04","TT@P-Gel hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: tannic acid | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={tannic acid} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0147","EV000372; EV000376; EV000379"
"CQ04","BAI1-PSTB nanocomposite hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: BAI1 | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={BAI1} | TargetCell={Endothelial/vascular cells} | ValidationStage={Small Animal}","FS0150","EV000393; EV000395; EV001750"
"CQ04","SM@ME exosome-loaded methacrylated-silk-fibroin hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Exosomes | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Exosomes} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0168","EV000430; EV000432; EV000435"
"CQ04","GEA/NGel senolysis-targeting bioenergetic nanoplatform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: AICAR | MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={AICAR} | TargetCell={Senescent cells} | ValidationStage={Small Animal}","FS0184","EV000459; EV000463; EV000466"
"CQ04","Res@Lipo@HMs hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: resveratrol | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={resveratrol} | TargetCell={Chondrocytes/cartilage progenitors} | ValidationStage={Small Animal}","FS0203","EV000499; EV000503; EV000506"
"CQ04","FGF-4/IGF-1-loaded cationic thermosensitive polymer scaffold","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: FGF-4; IGF-1 | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={FGF-4; IGF-1} | TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | ValidationStage={Small Animal}","FS0213","EV000532; EV000533; EV000536; EV000537; EV000540"
"CQ04","Fisetin-functionalized photoresponsive DNA nanocage","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: fisetin | MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={fisetin} | TargetCell={Senescent cells} | ValidationStage={Small Animal}","FS0223","EV000558; EV000562; EV001762"
"CQ04","GPQ pH-responsive anti-senescence hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={quercetin} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0232","EV000588; EV000591; EV000594"
"CQ04","Smart spatiotemporal drug-delivery hydrogels","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: metformin | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={metformin} | TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0248","EV000642; EV000646; EV000647; EV000651"
"CQ04","GelMA@ZIF-8/PGE microsphere–hydrogel platform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rapamycin | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={rapamycin} | TargetCell={Fibroblasts/keratinocytes/skin cells} | ValidationStage={Small Animal}","FS0295","EV000725; EV000730; EV000733"
"CQ04","Injectable microgels carrying engineered biomimetic nanoparticles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: ABT263 | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={ABT263} | TargetCell={Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells; Senescent cells} | ValidationStage={Small Animal}","FS0300","EV000741; EV000744; EV000745; EV000746; EV001869"
"CQ04","OSK-protein-delivery and inflammatory-niche-remodeling platform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: OSK reprogramming proteins | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={OSK reprogramming proteins} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0308","EV000762; EV000766; EV000770"
"CQ04","TPG@ChSMA mitochondrial-targeted hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: TPG | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={TPG} | TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | ValidationStage={Small Animal}","FS0313","EV000793; EV000796; EV000797; EV000800"
"CQ04","MOTS-c-modified functional self-assembly peptide hydrogels","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: NP-MSCs | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={NP-MSCs} | TargetCell={Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0338","EV000845; EV000849; EV000850; EV000853"
"CQ04","Fmito@ACs hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Fmito | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Fmito} | TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0365","EV000905; EV000909; EV001788"
"CQ04","Adhesive injectable NRF2-modulating hydrogel microspheres","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Cordycepin | MaterialPlatform -[TARGETS]-> TargetCell: Periodontal/dental stem cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Cordycepin} | TargetCell={Periodontal/dental stem cells} | ValidationStage={Small Animal}","FS0367","EV000913; EV000919; EV000922"
"CQ04","Mitochondrial-metabolism/efferocytosis-modulating microcarriers","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: VGX-1027 | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={VGX-1027} | TargetCell={Macrophages/innate immune cells; Senescent cells} | ValidationStage={Small Animal}","FS0376","EV000933; EV000936; EV000937; EV000940"
"CQ04","Phenylboronic-acid-grafted hyaluronic-acid/TIMP-3 hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: TIMP-3 | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={TIMP-3} | TargetCell={Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0380","EV000943; EV000946; EV000947; EV000952"
"CQ04","Enucleated-MSC-derived mitochondria-transfer microvesicles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: mitochondria | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells; Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={mitochondria} | TargetCell={Fibroblasts/keratinocytes/skin cells; Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0389","EV000978; EV000981; EV000982; EV000984"
"CQ04","rhBMP-2/rapamycin co-treatment without an engineered carrier","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rhBMP-2 and Rapa | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={rhBMP-2 and Rapa} | TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0391","EV000985; EV000988; EV000991"
"CQ04","FMAG nanoplatform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: fisetin | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={fisetin} | TargetCell={Fibroblasts/keratinocytes/skin cells} | ValidationStage={Small Animal}","FS0399","EV001023; EV001026; EV001029"
"CQ04","Multimodal ROS-logic-gated therapeutic platform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rapamycin | MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={rapamycin} | TargetCell={Senescent cells} | ValidationStage={Small Animal}","FS0400","EV001030; EV001037; EV001793"
"CQ04","synFGF18 mRNA lipid nanoparticles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: FGF18 mRNA | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={FGF18 mRNA} | TargetCell={Chondrocytes/cartilage progenitors} | ValidationStage={Small Animal}","FS0404","EV001051; EV001053; EV001055"
"CQ04","Curcumin-loaded milk-sEV/platelet-membrane hybrid vesicles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Curcumin | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Curcumin} | TargetCell={Endothelial/vascular cells} | ValidationStage={Small Animal}","FS0409","EV001059; EV001061; EV001882"
"CQ04","Self-healing hydrogels loaded with Spatholobi Caulis","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Spatholobi Caulis | MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Spatholobi Caulis} | TargetCell={Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Small Animal}","FS0428","EV001085; EV001089; EV001801"
"CQ04","Quercetin-loaded aligned-nanowire hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={quercetin} | TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0433","EV001099; EV001105; EV001108"
"CQ04","MG@IFN-γ-ECM cartilage-anchoring microgels","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: IFN-γ-stimulated ECM | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={IFN-γ-stimulated ECM} | TargetCell={Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0459","EV001171; EV001175; EV001176; EV001806"
"CQ04","LT-NPs nanoplatform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Licochalcone A; TPA-TCNQ | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Tenocytes/tendon progenitors | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Licochalcone A; TPA-TCNQ} | TargetCell={Macrophages/innate immune cells; Tenocytes/tendon progenitors} | ValidationStage={Small Animal}","FS0462","EV001189; EV001190; EV001194; EV001195; EV001198"
"CQ04","HydroWrap hydrogen-sulfide-delivery hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Hydrogen sulfide (H2S) | MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Hydrogen sulfide (H2S)} | TargetCell={Macrophages/innate immune cells} | ValidationStage={Small Animal}","FS0472","EV001222; EV001226; EV001229"
"CQ04","EGCG@MAB hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: stem cells | MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={stem cells} | TargetCell={Senescent cells} | ValidationStage={Small Animal}","FS0490","EV001252; EV001261; EV001264"
"CQ04","Tannic-acid-loaded calcium-alginate/silk-fibroin-peptide/Bletilla-polysaccharide microspheres","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: tannic acid | MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={tannic acid} | TargetCell={Fibroblasts/keratinocytes/skin cells} | ValidationStage={Small Animal}","FS0507","EV001282; EV001287; EV001289"
"CQ04","F@GP galactose-modified Fe3O4-loaded PLGA nanoparticles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Fe3O4 nanoparticles | MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Fe3O4 nanoparticles} | TargetCell={Senescent cells} | ValidationStage={Small Animal}","FS0534","EV001317; EV001320; EV001322"
"CQ04","p16INK4a-siRNA nanoparticles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: p16INK4a siRNA | MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={p16INK4a siRNA} | TargetCell={Chondrocytes/cartilage progenitors} | ValidationStage={Small Animal}","FS0552","EV001353; EV001356; EV001358"
"CQ04","Bone-targeted senolytic delivery system","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={quercetin} | TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | ValidationStage={Small Animal}","FS0649","EV001417; EV001419; EV001420; EV001422"
"CQ04","Recombinant-Yap1-loaded platelet-derived exosomes","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Exosomes | MaterialPlatform -[TARGETS]-> TargetCell: Tenocytes/tendon progenitors | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Exosomes} | TargetCell={Tenocytes/tendon progenitors} | ValidationStage={Small Animal}","FS0651","EV001424; EV001427; EV001431"
"CQ04","Quercetin/HA-loaded TG-18 hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={quercetin} | TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | ValidationStage={Small Animal}","FS0657","EV001439; EV001443; EV001444; EV001446"
"CQ04","ASD all-in-one smart hydrogel dressing","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: CXCL12; Ginsenoside Rg1; Ligustroflavone | MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={CXCL12; Ginsenoside Rg1; Ligustroflavone} | TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Small Animal}","FS0810","EV001560; EV001561; EV001562; EV001568; EV001570"
"CQ04","Hairyvein-agrimony-nanovesicle-loaded microneedles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Hairyvein agrimony-derived nanovesicles (HA-NVs) | MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Fibroblasts/keratinocytes/skin cells; Macrophages/innate immune cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Small Animal","TherapeuticCargo={Hairyvein agrimony-derived nanovesicles (HA-NVs)} | TargetCell={Endothelial/vascular cells; Fibroblasts/keratinocytes/skin cells; Macrophages/innate immune cells} | ValidationStage={Small Animal}","FS1040","EV001685; EV001688; EV001689; EV001690; EV001694"
"CQ05","CCM@CS-HG hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TargetCell={Fibroblasts/keratinocytes/skin cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0036","EV000083; EV000084; EV000088"
"CQ05","PAA–EDA-grafted porous PEEK scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: βPIX–ITGB1–RAC1–NOX1 signaling | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TargetCell={Mesenchymal stem/stromal cells} | Mechanism={βPIX–ITGB1–RAC1–NOX1 signaling} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0043","EV000108; EV000109; EV000110"
